stateabb,year,gcs_mn_all,gcs_mn_ecd,gcs_mn_blk,gcs_mn_wht,gcs_mn_fem,gcs_mn_mal,gap_ecd,gap_black_white,gap_female_male
ME,2012,8.649962624394691,7.364306584395297,6.173151251461179,8.737856760592951,8.75519193939525,8.543078890559444,1.2856560399993944,2.5647055091317723,0.21211304883580517
ME,2013,8.665750324821069,7.43322356383158,5.927411428148884,8.746859381840892,8.74746177865752,8.588929869326746,1.2325267609894892,2.8194479536920083,0.1585319093307742
ME,2014,8.478345478345107,7.142976943189828,6.019725595413349,8.570918659105663,8.635222223840909,8.323233680708997,1.335368535155279,2.551193063692314,0.31198854313191227
ME,2016,8.262354531575292,6.969049175581703,,8.353495800842225,8.437712677424042,8.090965057178428,1.2933053559935894,,0.3467476202456137
ME,2017,8.17990757520035,6.675553102098093,,8.275746594711626,8.333815396032616,8.030869250883185,1.5043544731022562,,0.30294614514943063
ME,2018,8.111856027788924,6.606457486082377,,8.222381796347154,8.238460911151462,7.986218308857793,1.5053985417065476,,0.252242602293669
ME,2019,8.04452343608608,6.615987217928263,,8.15648015054658,8.281627118590068,7.802353022512336,1.4285362181578165,,0.47927409607773175
MD,2009,8.35565139431475,6.456658182781453,6.471497427307743,9.734491776797691,8.510069631771936,8.200751179934624,1.8989932115332966,3.262994349489948,0.30931845183731177
MD,2010,8.351379515996477,6.453724781699594,6.432744897016607,9.75065177196651,8.525885068088575,8.176014989394993,1.897654734296883,3.3179068749499026,0.34987007869358244
MD,2011,8.359343695279215,6.518605439310685,6.428396355412291,9.776176501194962,8.44869152919752,8.272739179385153,1.84073825596853,3.3477801457826715,0.1759523498123663
MD,2012,8.41602118553146,6.536521726220064,6.491167718483048,9.844588600475683,8.577698125964003,8.255747294355935,1.8794994593113952,3.353420881992635,0.3219508316080688
MD,2013,8.466481314991636,6.680813568060519,6.703757977942337,9.788559253989208,8.656809801113393,8.274579927662227,1.785667746931117,3.0848012760468704,0.3822298734511662
MD,2014,8.255904038059853,6.493616015316256,6.440001541797473,9.630178973558412,8.453149915649373,8.053963724361877,1.762288022743597,3.1901774317609384,0.39918619128749633
MA,2009,9.508775204955034,7.314410482715264,7.188552096368069,10.11633514311847,9.557893046253866,9.461063712523142,2.1943647222397704,2.9277830467504007,0.09682933373072444
MA,2010,9.497925092013777,7.53055323332176,7.449401644304853,10.01858662830295,9.507632981938,9.488476984735318,1.9673718586920161,2.569184983998097,0.019155997202682684
MA,2011,9.497133580511852,7.629466038855126,7.462269985955002,10.0129041185166,9.519476674002508,9.47578551580504,1.8676675416567257,2.5506341325615978,0.04369115819746838
MA,2012,9.634324006961126,7.667131031011975,7.49997105766926,10.21984134409534,9.62810277559915,9.641091601887457,1.9671929759491515,2.7198702864260795,-0.01298882628830711
MA,2013,9.773690428580124,7.946986316463352,7.819700546514028,10.31252944200282,9.910608973683226,9.635385703833332,1.8267041121167722,2.492828895488792,0.275223269849894
MA,2014,9.597444618757285,7.771298658589838,7.571222827569804,10.12614047087321,9.723700254330495,9.47334875019932,1.8261459601674472,2.5549176433034058,0.25035150413117613
MA,2016,9.373690768939747,7.436944721075446,7.327779276038649,9.879881577273546,9.595181855125634,9.143710131971762,1.9367460478643013,2.5521023012348962,0.4514717231538725
MA,2017,9.398336406567712,7.297432603085344,7.09832858560191,9.974697615590172,9.5942753981468,9.20845436558744,2.1009038034823675,2.876369029988262,0.3858210325593614
MA,2018,9.248303611319384,7.092404269534275,7.086717296147375,9.836722236783904,9.52637073415656,8.974185879287237,2.1558993417851093,2.7500049406365292,0.5521848548693225
MA,2019,9.09278475446422,6.845001828805266,6.931183381253354,9.73457243889491,9.290507753027155,8.900150925632435,2.2477829256589548,2.8033890576415557,0.39035682739472044
MI,2009,7.443973333638587,5.974676999077056,5.160520273526687,8.119071946018662,7.280072881324374,7.611617866256996,1.4692963345615304,2.958551672491976,-0.33154498493262174
MI,2010,7.515953180583513,6.133593018121468,5.266804810059018,8.170457164791316,7.455128884360501,7.578199179289739,1.382360162462045,2.903652354732298,-0.1230702949292386
MI,2011,7.621079293179354,6.311954249905617,5.51695513975031,8.212383180665638,7.544642883042222,7.698305341889003,1.3091250432737365,2.6954280409153277,-0.15366245884678076
MI,2012,7.72451131938508,6.395224997751034,5.379141860291672,8.344416973195555,7.640765985262441,7.805415244632337,1.3292863216340463,2.965275112903883,-0.16464925936989516
MI,2013,7.786656190845761,6.393643896194511,5.413719813571845,8.405444190885527,7.808625966041595,7.762531286284417,1.3930122946512506,2.991724377313682,0.046094679757178625
MI,2014,7.734615416764491,6.362264132389373,5.1802831258926,8.372999622905091,7.724884337793334,7.744738677725313,1.3723512843751182,3.1927164970124915,-0.019854339931979048
MI,2015,7.629556057468654,6.255546447611958,5.096574770346405,8.237909471145619,7.728161150194967,7.529880173327745,1.3740096098566958,3.141334700799214,0.19828097686722135
MI,2016,7.652845637341059,6.190509259099706,5.127850171129275,8.279902304340418,7.838750830027446,7.462981555888974,1.4623363782413534,3.152052133211143,0.37576927413847194
MI,2017,7.666154720199436,6.058807989466853,4.953545964513949,8.332309799057635,7.889061591249625,7.438435945735911,1.6073467307325826,3.378763834543686,0.4506256455137141
MI,2018,7.702254675303416,6.232234336569466,5.025751995238739,8.334494423443529,7.944041632802866,7.454095050463717,1.47002033873395,3.3087424282047895,0.48994658233914823
MI,2019,7.721767036801053,6.237782768699906,4.943277522074076,8.430459074868129,7.822742873785542,7.618454664687312,1.483984268101147,3.487181552794053,0.20428820909822942
MN,2009,9.163249579032138,7.300929043032309,6.237898202967591,9.725078094776874,9.171213047117096,9.160161449825678,1.862320535999829,3.4871798918092836,0.011051597291418247
MN,2010,9.20197005898888,7.467350116827068,6.431284834837911,9.749186975475862,9.311875112427987,9.093983490024089,1.734619942161813,3.317902140637951,0.21789162240389892
MN,2011,9.214687460717188,7.527472274584469,6.634053172853463,9.769806978177323,9.306894645301393,9.12547281059093,1.6872151861327191,3.1357538053238603,0.1814218347104628
MN,2012,9.217462635989158,7.515627506425174,6.447092050933564,9.772962998957489,9.247878616679223,9.18611777716805,1.7018351295639835,3.3258709480239252,0.06176083951117306
MN,2013,9.193590420856614,7.320718246084472,6.281292027270302,9.808057024174683,9.321798909559948,9.064750648748356,1.8728721747721417,3.5267649969043813,0.25704826081159204
MN,2014,9.161234028225897,7.341076221617211,6.345702195465319,9.758475547358652,9.302525468802182,9.019398100579773,1.8201578066086856,3.4127733518933328,0.28312736822240936
MN,2015,9.116105734572836,7.237096081143115,6.335428040667029,9.750638876413008,9.289989308091032,8.938714354777643,1.879009653429721,3.415210835745979,0.3512749533133892
MN,2016,9.126228915487156,7.176302040852311,6.263497306230175,9.81006240568075,9.323565256425333,8.926579206520293,1.949926874634845,3.546565099450575,0.39698604990504016
MN,2017,9.11641220415572,7.087065858397615,6.097239904547531,9.813344149968271,9.316542260713767,8.910198735644526,2.029346345758105,3.7161042454207402,0.4063435250692411
MN,2018,8.966018848136866,6.927115482894779,5.939040859418984,9.725346098355732,9.198811116599186,8.72244958960888,2.0389033652420867,3.786305238936748,0.4763615269903063
MN,2019,8.797148234980092,6.636932908174339,5.710494776580518,9.602835677633154,9.04002021765948,8.542316601325991,2.160215326805753,3.892340901052636,0.4977036163334887
MS,2009,6.391315698496171,5.483252923302524,5.368726188627184,7.512371592099153,6.66635146337619,6.107965635278621,0.9080627751936472,2.143645403471969,0.5583858280975686
MS,2010,6.600486787755709,5.782334356664808,5.624600857599322,7.592658303723392,6.996852830423768,6.210565170087341,0.8181524310909003,1.96805744612407,0.7862876603364262
MS,2011,6.794246450051194,5.9401128936884,5.783980205884649,7.824069888344391,7.163945959517775,6.429312715000895,0.8541335563627941,2.040089682459742,0.7346332445168793
MS,2012,6.898986395208418,6.072445969152152,5.815386680955118,7.990154274822449,7.204610647338903,6.594954966282518,0.8265404260562654,2.1747675938673305,0.6096556810563847
MS,2013,6.998713168111865,6.123908886132654,5.84646977344503,8.14171874183616,7.36395790828496,6.630503999670147,0.8748042819792117,2.29524896839113,0.7334539086148135
MS,2014,6.987810496029205,6.159163185913718,5.980912585160368,8.021887663753335,7.261305500801829,6.713522098758071,0.8286473101154872,2.0409750785929663,0.5477834020437573
MS,2015,6.959494520521642,6.188560028820706,5.712384742914779,8.244451264077579,7.247122035214265,6.680127376175123,0.7709344917009364,2.5320665211628004,0.5669946590391426
MS,2016,6.965816768899786,6.067199608997924,5.658066037920555,8.277260827508426,7.202667255150217,,0.8986171599018622,2.619194789587871,
MS,2017,6.957321976051996,6.057675639760367,5.670530459587075,8.226152908171862,7.193297221194364,6.729221949725456,0.8996463362916289,2.5556224485847867,0.46407527146890803
MS,2018,7.095668862492975,6.181793112186203,5.828097405164053,8.343084850048996,7.444828473387228,6.755618140078498,0.9138757503067714,2.5149874448849427,0.68921033330873
MS,2019,7.208930414536607,6.313231802690823,5.95982711438405,8.460549056670747,7.559203770918703,6.865789948054821,0.8956986118457841,2.500721942286696,0.6934138228638824
MO,2009,8.293811980532695,6.998132066669871,6.009690170736095,8.818685158059637,8.310476025784952,8.280691818735596,1.2956799138628234,2.8089949873235422,0.02978420704935658
MO,2010,8.158639182944615,6.945954699054914,6.007030717674677,8.619506168239186,8.161542621495332,8.159139728913543,1.212684483889701,2.6124754505645083,0.0024028925817898283
MO,2011,8.030214222005885,6.768884814950891,5.724381997241471,8.53419094329714,8.049514726003498,8.014467497094444,1.261329407054994,2.8098089460556697,0.035047228909053985
MO,2012,8.072891370465607,6.879234848480658,5.83459493338285,8.57013960321214,8.120153529394704,8.028244051352596,1.1936565219849493,2.7355446698292907,0.09190947804210836
MT,2009,8.8225309279,7.38627361457079,7.990577316385125,9.17978333164209,8.779887154620388,8.87904815316519,1.436257313329211,1.189206015256965,-0.09916099854480187
MT,2010,8.92574171908988,7.541979426070538,7.332047392823659,9.296459463302863,8.89631237003384,8.976066841041028,1.3837622930193412,1.964412070479204,-0.07975447100718824
MT,2011,9.024231883828596,7.730054611983363,7.559557365289026,9.426892401029685,9.110307032343384,8.959660676757231,1.2941772718452338,1.8673350357406582,0.15064635558615258
MT,2012,8.868485298616305,7.578033320523937,6.914269344575338,9.278074474835591,8.910451469966675,8.85705228346442,1.290451978092368,2.3638051302602534,0.05339918650225606
MT,2013,8.71026816853397,7.53658868582758,7.398809867865823,9.133921538049607,8.799276442357906,8.624632641440428,1.1736794827063903,1.7351116701837848,0.17464380091747778
MT,2016,8.501947522550624,7.275734364381531,7.404166197818232,8.940867512818386,8.668120904780082,8.32826737330802,1.2262131581690934,1.5367013150001538,0.33985353147206254
MT,2017,8.387685997668298,7.148252339160982,6.475901938250519,8.84793392414286,8.622589912004145,8.149049222998146,1.2394336585073154,2.37203198589234,0.47354068900599877
MT,2018,8.348351922902257,6.956602295425504,6.820257754771211,8.842053675353425,8.562140638481644,8.134520116814167,1.3917496274767531,2.021795920582214,0.42762052166747644
MT,2019,8.261844705519545,6.914751525775724,,8.756892362154158,8.52443567659826,7.983117545027186,1.3470931797438208,,0.5413181315710744
NE,2011,8.135877798656615,6.691371886235614,4.874905254880368,8.761627238954674,8.1824361034387,8.088879735213114,1.4445059124210013,3.8867219840743052,0.09355636822558644
NE,2012,8.250459678861837,6.786451006192069,5.130006928029506,8.896402594317344,8.264002750157282,8.236189614239054,1.4640086726697685,3.7663956662878375,0.02781313591822787
NE,2013,8.324532313818843,6.886877580291146,5.281339447328198,8.961306612243852,8.340046830654948,8.304751365930986,1.4376547335276966,3.679967164915655,0.035295464723962056
NE,2014,8.44718308448757,6.987033498763267,5.098036878035565,9.10180509748156,8.504456323253693,8.39278498233422,1.4601495857243023,4.003768219445995,0.1116713409194734
NE,2015,8.481205093069907,6.979672152496455,5.516481828066543,9.163946494792224,8.672502850673121,8.283407909812981,1.5015329405734512,3.647464666725681,0.38909494086014007
NE,2016,8.569099210857841,7.008897256816619,5.699035464898441,9.298061489058655,8.719895067224533,8.4164096765793,1.5602019540412222,3.5990260241602146,0.30348539064523194
NE,2017,8.626966601278902,6.989959565987116,5.648482965853951,9.36937664344185,8.741263901078808,8.518111264487505,1.637007035291786,3.720893677587899,0.22315263659130302
NE,2018,8.520698808884404,6.872994697726018,5.039518543293693,9.22763104091726,8.68469784220659,8.349034049273481,1.6477041111583866,4.188112497623567,0.33566379293310966
NE,2019,8.417102746475244,6.858539508052533,5.151787066552785,9.175736935818184,8.579820881106183,8.245800510146037,1.5585632384227113,4.023949869265399,0.3340203709601468
NV,2009,7.220573551574323,6.123973616818602,5.629920381254127,8.271318845812853,7.206191541214454,7.234417370767261,1.0965999347557212,2.6413984645587263,-0.028225829552806836
NV,2010,7.385765009319787,6.341981131799002,6.003221585806752,8.28064311896839,7.426526751398381,7.347555330968838,1.0437838775207853,2.277421533161638,0.07897142042954286
NV,2011,7.547763553386075,6.653327956992478,5.947046803263328,8.40069712060693,7.726652294560567,7.374431884708023,0.8944355963935973,2.4536503173436017,0.3522204098525439
NV,2012,7.587431750097857,6.716465700213876,5.915381516126907,8.427267904320056,7.780513056969707,7.397684025018916,0.8709660498839815,2.5118863881931484,0.38282903195079143
NV,2013,7.647727186682095,6.727323313885393,5.971018499432706,8.552540808145016,7.842070092761412,7.447535730224872,0.9204038727967019,2.5815223087123105,0.3945343625365405
NV,2016,7.385616623785007,6.355810489324362,5.167156797515592,8.623742481000713,7.565000033858019,7.207242840364953,1.029806134460645,3.4565856834851214,0.35775719349306634
NV,2017,7.368326937417805,6.296185199946824,5.209118955603584,8.65787821328318,7.599357432649009,7.134068097846431,1.0721417374709814,3.448759257679596,0.46528933480257884
NV,2018,7.303092562059533,6.34161066430396,5.065572245071932,8.511515118645349,7.545855461592765,7.043715360836006,0.961481897755573,3.4459428735734168,0.5021401007567592
NV,2019,7.23222200815509,6.221862625117957,5.098930498302512,8.44909364424415,7.540604742701342,6.910363412006165,1.010359383037133,3.3501631459416386,0.6302413306951768
NH,2009,8.928484420485379,6.625391747443606,,,,,2.303092673041773,,
NH,2010,8.956007957347847,7.071803016951937,,,8.90316287273286,9.008213268845015,1.88420494039591,,-0.10505039611215494
NH,2011,8.988935965143066,7.216290560348265,,,8.93100363769386,9.046594897144338,1.7726454047948002,,-0.11559125945047732
NH,2012,9.16925191824414,7.380140146530281,6.625671951051027,9.291018343653802,9.23142227732748,9.109093680684742,1.7891117717138583,2.6653463926027747,0.12232859664273832
NH,2013,9.366477869438237,7.706987295154685,7.289607614973318,9.471559771465945,9.490445925717989,9.247781590619503,1.6594905742835513,2.1819521564926267,0.2426643350984854
NH,2014,9.279140952674036,7.657690365199328,7.088087512459963,9.388113256663573,9.462657391114032,9.107933598462036,1.6214505874747074,2.3000257442036096,0.3547237926519955
NH,2016,9.173750655476749,,,9.292133421928517,,8.95216888565831,,,
NH,2018,8.81696479659516,,,8.920873369034116,8.951453876286992,8.679670845237611,,,0.27178303104938095
NH,2019,8.542375374729229,,,8.650975439090258,,8.43492710299871,,,
NJ,2009,9.0746307213874,7.060060122461078,6.521273306207776,9.933026192803162,8.980570701117767,9.176375786829327,2.0145705989263227,3.4117528865953854,-0.19580508571156052
NJ,2010,9.076892695581442,7.211312099333118,6.687378325233158,9.896805553090536,8.966031505701421,9.197441120340663,1.865580596248324,3.209427227857378,-0.23140961463924192
NJ,2011,9.104822552257115,7.325049250566988,6.773961539010173,9.904176324065062,9.001807517743112,9.217876438348505,1.7797733016901267,3.130214785054889,-0.21606892060539273
NJ,2012,9.229845619832773,7.440003696092751,6.876256899951732,10.04735417491931,9.15604150833014,9.308236061887674,1.7898419237400214,3.171097274967577,-0.15219455355753375
NJ,2013,9.352724496200134,7.644172227787315,7.039304081329955,10.14650683408965,9.352602728894386,9.35266298799266,1.7085522684128183,3.1072027527596946,-6.025909827478415e-05
NJ,2014,9.237483650748272,7.415392762398412,6.830099309815712,10.07023816140362,9.229926173346502,9.2509319837282,1.8220908883498605,3.240138851587907,-0.021005810381698353
NM,2009,6.712584379584876,5.867215552224699,6.236947325036352,8.270819998376613,6.794000396450321,6.599364599746741,0.8453688273601774,2.0338726733402606,0.19463579670358033
NM,2010,6.970140272922583,6.218365819844536,6.133798507396331,8.39418903422364,7.06028151382041,6.884493468079615,0.7517744530780472,2.260390526827309,0.17578804574079498
NM,2011,7.253784215669747,6.568229323668755,6.695728323681896,8.63591609982491,7.286391540255345,7.224209278111635,0.6855548920009928,1.9401877761430129,0.062182262143710254
NM,2012,7.190219981509071,6.532567318307206,6.807835012673761,8.605888216727978,7.197272931285856,7.184816242615186,0.6576526632018656,1.7980532040542174,0.012456688670670069
NM,2013,7.119408135080178,6.4846270740729,6.235908084500574,8.474888487628167,7.281316482426666,6.964954672869794,0.6347810610072777,2.2389804031275933,0.3163618095568719
NM,2014,7.03491493741273,6.420466040276837,6.624561155431367,8.34573389311294,7.141698422674272,6.932002772154261,0.614448897135893,1.721172737681572,0.20969565052001116
NM,2015,6.73592728769818,6.086014440030659,6.108153506212978,8.212096395073047,7.003010370771309,6.470734117588671,0.6499128476675216,2.103942888860069,0.5322762531826388
NY,2009,8.028136786356244,6.880239377343874,6.114631233447795,8.90538890905441,8.203061561015794,7.858617531855345,1.1478974090123701,2.790757675606616,0.3444440291604485
NY,2010,7.952837261737344,6.9412986678,6.158901925121816,8.72296347480782,8.16853037689076,7.744728146809211,1.0115385939373445,2.564061549686004,0.4238022300815478
NY,2011,7.903703742175733,6.899605568143518,6.180079166562772,8.625823280577272,8.03183374832601,7.777595671581304,1.0040981740322144,2.4457441140145004,0.25423807674470567
NY,2012,7.944794994596958,6.881661519535348,6.242210151911511,8.658016343209887,8.067318920726365,7.824427674204409,1.0631334750616093,2.415806191298376,0.24289124652195593
NY,2013,8.071538842228899,6.975566085936434,6.301246311062751,8.804748953396684,8.17341924043875,7.968444559528645,1.0959727562924648,2.5035026423339337,0.20497468091010607
NC,2009,8.214645327273995,6.749740659658107,6.373524791900415,9.27037228590436,8.393998991843572,8.044996800445158,1.4649046676158886,2.8968474940039446,0.34900219139841404
NC,2010,8.299610868837158,6.952128633470625,6.524481568618024,9.309117913186578,8.43905403193219,8.164590371165625,1.3474822353665328,2.784636344568553,0.2744636607665658
NC,2011,8.383188095734994,7.063413333206127,6.659536562022208,9.370474680193068,8.529974721533051,8.237218094262586,1.3197747625288665,2.7109381181708603,0.2927566272704656
NC,2012,8.363872858367579,7.059281358323716,6.619805762239202,9.361618757309436,8.547165576173278,8.18389290185964,1.3045915000438626,2.7418129950702346,0.3632726743136381
NC,2013,8.340592834397523,7.06363037552758,6.542940913892069,9.377936550779957,8.42962108343132,8.249592566075505,1.2769624588699422,2.8349956368878875,0.18002851735581515
NC,2014,8.147758883461146,6.828201294417209,6.35944952355636,9.219573430601528,8.266561127476121,8.026399040787096,1.3195575890439368,2.8601239070451685,0.2401620866890255
NC,2015,7.951999344142081,6.602520777509486,6.123137375449481,9.038572307083722,8.102718957402882,7.799113555473728,1.3494785666325946,2.915434931634241,0.3036054019291541
NC,2016,7.958632845961076,6.512075246539677,6.108226600481436,9.08398427243532,8.149045186883907,7.768278398162108,1.446557599421399,2.9757576719538834,0.3807667887217985
NC,2017,7.96127461419887,6.399038967551413,5.983944841562717,9.155022490145768,8.134803344573173,7.788654562129342,1.5622356466474567,3.1710776485830507,0.34614878244383096
NC,2018,8.048968441721705,6.399118098369001,6.057852805603271,9.24579168566468,8.289751642845623,7.810087353241032,1.6498503433527043,3.1879388800614086,0.4796642896045906
NC,2019,8.106636137178453,6.479921543844812,6.280405862718131,9.263392288974332,8.45359742330142,7.739937224841217,1.6267145933336415,2.9829864262562014,0.7136601984602038
ND,2009,8.778665380903645,7.582970812631634,6.194306802149672,9.142377508980337,8.707381192954552,8.841410218184935,1.1956945682720104,2.9480707068306646,-0.13402902523038307
ND,2010,8.795408975224113,7.544087167751894,6.758446882734095,9.152915116533672,8.699505507105746,8.886437969568334,1.2513218074722188,2.394468233799577,-0.18693246246258788
ND,2011,8.763716970394114,7.267501027385324,6.128116267909259,9.233811559003742,8.750481271812765,8.763242667576009,1.4962159430087896,3.1056952910944835,-0.012761395763243755
ND,2012,8.705318245565849,7.305726134202996,6.463371034543413,9.195236913757116,8.738207999158556,8.681863363430873,1.3995921113628524,2.7318658792137027,0.05634463572768311
ND,2013,8.746487875747533,7.321573359214476,6.926015754001565,9.123589817510688,8.765532369381441,8.728043092156238,1.4249145165330575,2.1975740635091228,0.037489277225203566
ND,2014,8.661905224714516,7.197863537026437,6.626790837889436,9.085043992372388,8.710471126915257,8.615192469098027,1.4640416876880789,2.458253154482952,0.09527865781723044
ND,2016,8.53554029123122,6.881886221278183,6.382275299658717,9.064381860956146,8.662637645973073,8.396825719176338,1.6536540699530367,2.682106561297429,0.2658119267967347
ND,2017,8.539120852642688,6.793922316653575,6.410893959786298,9.107327042150564,8.82879260391655,8.231190289738104,1.745198535989113,2.6964330823642655,0.597602314178447
ND,2018,8.461552804287411,6.87759442924273,6.577311548268987,8.9865646678156,8.50824449568088,8.411307229684205,1.5839583750446815,2.409253119546613,0.09693726599667585
ND,2019,8.303167050417724,6.644754120875074,5.924578032744106,8.915867317855428,8.366453800609923,8.235982400254192,1.6584129295426493,2.9912892851113213,0.1304714003557308
OH,2009,8.130506257260574,6.408787753920056,5.548488185230533,8.646421596596857,8.160234655982611,8.101463444948044,1.7217185033405178,3.0979334113663244,0.05877121103456773
OH,2010,8.280846656720529,6.755037609379276,5.866536526268964,8.745289204591277,8.323354905452467,8.239196758664708,1.5258090473412533,2.8787526783223125,0.08415814678775924
OH,2011,8.430609005346708,6.95589118151886,5.959935894898801,8.958718433879632,8.33882366872687,8.519545090854926,1.4747178238278487,2.998782538980831,-0.1807214221280553
OH,2012,8.531937900371815,7.07672914986305,6.145153831917211,9.051299075267597,8.511623699388966,8.552515190375937,1.4552087505087652,2.9061452433503856,-0.040891490986970425
OH,2013,8.649896730398687,7.175239255069768,6.183197709218087,9.197147867037655,8.675800442477595,8.625095143335884,1.474657475328919,3.0139501578195684,0.05070529914171118
OK,2009,7.173667710583821,6.256148167428501,5.95006323311856,7.682680451189277,7.176729190200068,7.185900379074336,0.9175195431553202,1.7326172180707164,-0.0091711888742676
OK,2010,7.2655162464927,6.383975521599899,5.863440963571266,7.757410138707821,7.223554069437084,7.3147434846516,0.8815407248928011,1.8939691751365553,-0.09118941521451607
OK,2011,7.345393110699439,6.490756914034251,5.856432708395484,7.858624723716992,7.332655358909957,7.357576649044372,0.8546361966651874,2.0021920153215076,-0.02492129013441513
OK,2014,7.313954316930338,6.402595069765228,5.719668213290309,7.817063679319962,7.492970072285186,7.135902145476659,0.9113592471651097,2.0973954660296528,0.3570679268085275
OK,2015,7.273732356035667,6.394483545871406,5.817404788262972,7.800837479079173,7.447231050304889,7.101184578961741,0.8792488101642606,1.9834326908162012,0.3460464713431479
OK,2016,7.265951681662516,6.370655442675342,5.795027203507375,7.828343093570179,7.49051384712989,7.038652365090582,0.8952962389871741,2.0333158900628048,0.4518614820393081
OK,2017,7.324851669166469,6.498185373809613,5.853283923273281,7.914644903885027,7.518768261337121,7.119571352909741,0.8266662953568558,2.061360980611746,0.3991969084273803
OK,2018,7.402292730772143,6.553037221905696,5.813375497701947,8.009840768635637,7.526214001046236,7.272940962030175,0.8492555088664471,2.1964652709336905,0.2532730390160616
OK,2019,7.398714273181957,6.605290646542758,5.789256129502104,7.923124740424069,7.551038355831269,7.238569641858642,0.793423626639199,2.133868610921965,0.31246871397262677
OR,2009,8.168119315188974,6.869077966020528,6.195882861384499,8.582208282772184,8.03405938374521,8.305122849709617,1.299041349168446,2.386325421387685,-0.27106346596440645
OR,2010,8.08065962479046,6.936864129623163,6.220986780615747,8.495159480320098,7.962227165007655,8.197597105573916,1.1437954951672973,2.2741726997043505,-0.23536994056626082
OR,2011,8.025337385641844,6.903192966879014,5.774489198521463,8.44499366931565,8.006050471676739,8.043449265913168,1.1221444187628302,2.670504470794187,-0.03739879423642911
OR,2012,8.045824187260287,6.933442880649269,6.313790439565619,8.430643361284293,8.072066713589805,8.021075655682075,1.1123813066110175,2.1168529217186745,0.05099105790772995
OR,2013,8.085663906078773,6.943811491642546,5.999422730385102,8.507551178082762,8.116457851349224,8.054910372922745,1.1418524144362268,2.5081284476976604,0.061547478426479785
OR,2015,7.979436733765659,6.919918929990772,,8.421342874903601,8.152140306924444,7.801188043723267,1.0595178037748862,,0.35095226320117767
OR,2016,7.964221288946656,6.86915600973426,,,,7.806254267692227,1.0950652792123963,,
PA,2009,8.463981226795818,6.836378457706443,6.379276855208921,9.000253402617055,8.467550297757363,8.469849678125652,1.6276027690893748,2.6209765474081337,-0.002299380368288695
PA,2010,8.416669959084789,6.811410932887758,6.287874437723787,8.948859688674052,8.430309520050491,8.415080578814727,1.6052590261970314,2.6609852509502643,0.015228941235763571
PA,2011,8.329583382759667,6.695942541116271,6.115892566481718,8.892760101880722,8.342347457514183,8.319661616239456,1.6336408416433956,2.7768675353990036,0.02268584127472728
PA,2012,8.506667028261695,6.905663715387029,6.284710667287998,9.076863223410015,8.614045336537334,8.400683926292896,1.6010033128746661,2.7921525561220175,0.21336141024443833
PA,2013,8.659769472217421,7.117008844731306,6.504745522059221,9.264071254698424,8.723466861607749,8.596979917481868,1.5427606274861159,2.7593257326392022,0.12648694412588135
PA,2014,8.292245441727555,6.747929297413138,6.115808246193867,8.871636456166994,8.505624068114097,8.077777575502338,1.5443161443144175,2.755828209973127,0.4278464926117582
PA,2015,8.107025442294255,6.410219255297189,5.635625832171463,8.773998639872511,8.260590647033608,7.947045420404568,1.6968061869970654,3.1383728077010478,0.3135452266290395
PA,2016,8.269288298406018,6.603985508926487,5.641136126296904,8.97284947339228,8.452727118837279,8.084108515868056,1.6653027894795303,3.331713347095376,0.36861860296922266
PA,2017,8.416627209495559,6.742039182944204,5.588581605921764,9.126644651200444,8.627870291680477,8.199269272346857,1.6745880265513549,3.5380630452786797,0.4286010193336196
PA,2018,8.378894223293798,6.676518174273529,5.580485098254926,9.114316372218129,8.669838939880893,8.084073933006007,1.7023760490202697,3.5338312739632025,0.5857650068748868
PA,2019,8.295876500074925,6.489186478786444,5.469630509850477,9.129049910264936,8.623959158997534,7.946412924814142,1.8066900212884809,3.6594194004144587,0.6775462341833922
RI,2009,7.598058583912461,5.933388903118697,5.459003363390043,8.39770459354908,7.598676818299728,7.600088724166987,1.6646696807937635,2.938701230159036,-0.0014119058672594775
RI,2010,7.838750212936907,6.242618136482555,5.752183478286478,8.61381745853645,7.778190158016806,7.894838281365874,1.596132076454352,2.861633980249973,-0.11664812334906749
RI,2011,8.107631064455035,6.584330460840292,6.130845885350063,8.925709021895074,8.088182964814044,8.124653081628292,1.523300603614743,2.7948631365450103,-0.0364701168142485
RI,2012,8.181898763345096,6.65354690311301,6.411740817776228,9.100927261579407,8.187699656145439,8.180438451376215,1.5283518602320862,2.6891864438031794,0.007261204769223539
RI,2013,8.260648966511475,6.632777146245045,6.292403847176419,9.135701334698032,8.288218806633049,8.23869613953424,1.6278718202664297,2.843297487521613,0.04952266709880959
RI,2014,8.109407101379485,6.57504109404775,6.166000319531357,8.998159055892897,8.170388282029712,8.057217590279356,1.5343660073317356,2.8321587363615395,0.11317069175035677
RI,2016,7.773980436723314,6.164104761442586,5.62453241942241,8.887789235922309,7.982920592479593,7.581414067297406,1.609875675280728,3.263256816499899,0.401506525182187
RI,2017,7.552893257304663,5.767042688211029,5.567211981294069,8.623777513921876,7.796166007260443,7.298675289596459,1.7858505690936344,3.0565655326278076,0.4974907176639842
RI,2018,7.481422708033892,5.713567166745316,5.424360290347606,8.616360378171894,7.730657262152807,7.237501475846629,1.7678555412885766,3.1920000878242885,0.4931557863061782
