stateabb,year,gcs_mn_all,gcs_mn_ecd,gcs_mn_blk,gcs_mn_wht,gcs_mn_fem,gcs_mn_mal,gap_ecd,gap_black_white,gap_female_male
CT,2011,8.516700988784459,6.243652141561002,6.127265030995791,9.482456141529576,8.60148503533792,8.434276945350069,2.273048847223457,3.3551911105337853,0.16720808998785053
CT,2012,8.393875957330003,6.047304934076528,5.869572358512269,9.446422234643574,8.498604091819237,8.291986472062574,2.3465710232534756,3.5768498761313046,0.20661761975666337
CT,2013,8.291592713205821,5.939269990629374,5.804459266738696,9.378636743151535,8.40338399008296,8.183611280845728,2.3523227225764467,3.5741774764128396,0.21977270923723147
CT,2015,8.229551059985933,6.060307814899426,5.765564242083561,9.294620181598,8.386745034441356,8.063762381630202,2.1692432450865073,3.52905593951444,0.3229826528111541
CT,2016,8.235603811049701,6.079510619396019,5.739176009398479,9.351858988943226,8.384965675785065,8.080653114707104,2.1560931916536825,3.612682979544747,0.30431256107796045
CT,2017,8.225499668739902,5.94593302598377,5.536715758982679,9.32622716828215,8.385071242194366,8.060250971989895,2.279566642756132,3.789511409299471,0.32482027020447113
CT,2018,8.31759338503849,6.259871015669872,5.778774177512634,9.490946066498852,8.47103133224923,8.157528864644222,2.0577223693686184,3.7121718889862176,0.31350246760500866
CT,2019,8.393299462764066,6.269015946431468,5.822020175978386,9.704893037615836,8.569818961233988,8.208299443766892,2.124283516332598,3.88287286163745,0.3615195174670962
DE,2009,8.158634081872147,6.969770677730978,6.6598860075129,9.163409398940026,8.083751274451664,8.234816337298767,1.1888634041411699,2.5035233914271258,-0.15106506284710264
DE,2010,8.083792607517115,6.839357741502402,6.555798439415789,9.051235050028788,8.038358291772832,8.128666532823157,1.2444348660147124,2.495436610612999,-0.09030824105032487
DE,2011,8.00602298931483,6.864164824687299,6.561450107498478,9.031709103613554,8.07301354889874,7.939418041768744,1.141858164627532,2.470258996115076,0.13359550712999546
DE,2012,8.041663719561184,6.907361509659317,6.530721638349624,9.081893610959945,8.0255260445616,8.055515806565413,1.1343022099018665,2.5511719726103212,-0.029989762003813425
DE,2013,8.074716087009717,6.944886329274201,6.452691995464455,9.133696457558807,8.08653506343073,8.05975791341601,1.129829757735516,2.6810044620943527,0.02677715001471981
DE,2014,7.952858543937302,6.791956164890762,6.46827242098374,8.94940770660908,8.001981862859713,7.901588656411587,1.16090237904654,2.4811352856253395,0.10039320644812655
DE,2015,7.842187835565334,6.709691113311206,,8.92054420036615,7.996888651571221,7.677974798571197,1.1324967222541282,,0.3189138530000246
DE,2016,7.725639866347274,6.133099381973206,6.168500462259852,8.926084675807548,8.01171578523624,7.430096852345207,1.5925404843740685,2.7575842135476965,0.5816189328910326
DE,2017,7.623669027754852,6.202277119712703,6.069563445555402,8.69049411808836,7.908872117801502,7.333930862216,1.4213919080421489,2.6209306725329578,0.5749412555855011
DE,2018,7.614604222372935,6.092926775217508,6.065779062378365,8.796324927683287,7.830242290162185,7.389569953337972,1.5216774471554269,2.730545865304922,0.44067233682421314
DE,2019,7.547036577483159,6.005028961435579,6.015853698607159,8.823455044268202,7.784948976680752,7.293134831970796,1.54200761604758,2.807601345661044,0.49181414470995666
DC,2009,5.152911042496648,4.766387226604751,4.799762682419918,10.72017187299266,5.498292368948107,4.7751801681335,0.38652381589189755,5.920409190572742,0.7231122008146071
DC,2010,5.505411819545045,4.9550374842731,5.171510654675528,11.21836243150611,5.623639275673729,5.380826785966612,0.550374335271945,6.046851776830582,0.24281248970711733
DC,2011,5.863233906117976,5.447107881996595,5.518207031202189,10.71186086191462,6.106440416580668,5.612000972369965,0.41612602412138155,5.193653830712431,0.49443944421070274
DC,2012,6.157116812432512,5.642653856159661,5.689195422704049,11.32023648282739,6.587760162899739,5.715727258509037,0.5144629562728511,5.631041060123341,0.8720329043907027
DC,2013,6.450633749189389,6.015809851968552,6.076590306906353,,6.758249420853996,6.148211766353796,0.4348238972208369,,0.6100376545002
DC,2014,6.299873779565099,5.639409801366085,5.83091365718664,11.81004686495931,6.623259003459727,5.982144166265691,0.6604639781990143,5.979133207772669,0.6411148371940358
FL,2009,7.738173703013858,6.59456113959035,5.885226539756325,8.811069159489794,7.651269298878322,7.824120649235367,1.1436125634235088,2.9258426197334684,-0.17285135035704524
FL,2010,7.672918633531132,6.631429799061315,5.842902106359963,8.651421170586728,7.62101903963582,7.723863164228993,1.041488834469817,2.808519064226765,-0.10284412459317238
FL,2011,7.622738355554444,6.656307907485951,6.057677647691091,8.44460179485746,7.661967487874502,7.584167231891028,0.9664304480684924,2.3869241471663694,0.07780025598347429
FL,2012,7.756377867061635,6.829835637338186,6.292272136168514,8.528845122768681,7.849469516034636,7.663742767879406,0.9265422297234487,2.2365729866001667,0.18572674815523005
GA,2009,7.53944378836792,6.399186909250848,6.372685628107936,8.454973441197337,7.697045125355759,7.381494044741719,1.1402568791170715,2.082287813089401,0.31555108061404
GA,2010,7.573399031491781,6.459101788381699,6.367528611022087,8.479436258356225,7.760883573482964,7.389883489877693,1.114297243110082,2.111907647334138,0.3710000836052707
GA,2011,7.607300898114794,6.517561848423211,6.414863193698398,8.496802273127123,7.815320530831945,7.405266201183616,1.0897390496915822,2.081939079428725,0.41005432964832966
GA,2012,7.667937179447266,6.593527471802198,6.432331388329407,8.573593425850401,7.877209908955798,7.463548736434888,1.074409707645068,2.1412620375209936,0.4136611725209107
GA,2013,7.728028650410016,6.604788970016045,6.369282901952337,8.720629080516678,7.897917622947824,7.561468800848739,1.1232396803939704,2.3513461785643415,0.33644882209908467
GA,2014,7.708586402212823,6.65272088542049,6.293069997291446,8.812661506537049,7.850446879879422,7.568354236473603,1.0558655167923332,2.519591509245603,0.28209264340581885
GA,2015,7.683169392392589,6.637980924215134,6.214711846932461,8.874508102369303,7.856015733452358,7.508497681417913,1.0451884681774546,2.6597962554368415,0.3475180520344443
GA,2016,7.783506464927265,6.700077924751108,6.193555967159032,9.046617839036198,7.964995635610371,7.603113185924085,1.0834285401761568,2.8530618718771663,0.361882449686286
GA,2017,7.877600768060645,6.796836666959986,6.358122851714427,9.110459578909929,8.05007001338215,7.709384288139884,1.0807641011006588,2.7523367271955017,0.3406857252422659
GA,2018,7.807781725762556,6.689080627766815,6.233500051158357,9.065784697544734,8.000792177186911,7.616449597355929,1.118701097995741,2.832284646386377,0.38434257983098163
GA,2019,7.736508775045039,6.616249155531016,6.223731426926219,9.001844432234467,7.963106228085477,7.512077987529034,1.120259619514023,2.7781130053082483,0.4510282405564432
HI,2009,7.174075080688045,6.121481291051664,6.9330673938413,7.818745585417587,7.492187191976896,6.851420000329514,1.052593789636381,0.8856781915762868,0.6407671916473818
HI,2010,7.380350257476897,6.373360946761364,7.25788961487397,8.151462388446369,7.624426747987257,7.148382487865047,1.0069893107155323,0.8935727735723988,0.4760442601222099
HI,2011,7.592211942993399,6.692151076545835,7.268937750706582,8.367628468298337,7.712294546289452,7.470056530378729,0.9000608664475633,1.0986907175917544,0.24223801591072291
HI,2012,7.774825873771199,6.910319428674818,7.048891764824855,8.528926826766607,7.967467437434179,7.591136458490513,0.8645064450963815,1.4800350619417522,0.37633097894366596
HI,2013,7.954333899724692,7.141422368695252,7.283983820421402,8.768221810770664,8.141043867533282,7.783105428165502,0.8129115310294406,1.4842379903492615,0.35793843936778025
HI,2014,7.854320685898696,7.009680244899188,6.932552452150624,8.632349681834855,8.1120486520198,7.594474256487348,0.8446404409995072,1.699797229684231,0.5175743955324519
HI,2015,7.756371326259515,6.760425160372654,6.986361408645823,8.514432280523168,8.137559253465895,7.347967553333685,0.9959461658868607,1.528070871877346,0.7895917001322097
HI,2016,7.644264050879676,6.598561741943098,7.434249586400639,8.812899925144773,7.994575514038847,7.293473511271407,1.045702308936578,1.3786503387441345,0.7011020027674402
HI,2017,7.535567803710119,6.423879904757793,7.502294030568049,8.337527458171515,7.948415782141544,7.133439791991599,1.1116878989523267,0.8352334276034652,0.8149759901499456
HI,2018,7.432385069454032,6.226237307875568,7.638078879682562,8.506705000539394,7.78764842880973,7.087369278374007,1.206147761578464,0.8686261208568329,0.7002791504357226
HI,2019,7.326399212598742,6.103154361338954,7.259438641773997,8.397857562126257,7.694831546304944,6.963847713860718,1.2232448512597873,1.1384189203522599,0.7309838324442257
ID,2009,8.489852166469685,7.377305893697884,6.869294380117402,8.851928046991654,8.366493471405878,8.62154222577041,1.1125462727718007,1.9826336668742526,-0.2550487543645321
ID,2010,8.448126753243306,7.404865343334298,6.863663640935171,8.81101623476874,8.291595877610163,8.609602355530324,1.0432614099090083,1.9473525938335694,-0.3180064779201608
ID,2011,8.436972944772242,7.369485037472344,6.575450841117375,8.834773834682546,8.310540843045027,8.56514752805393,1.0674879072998973,2.2593229935651706,-0.2546066850089037
ID,2012,8.420501600201256,7.464736668718603,6.327176079668371,8.809366085495947,8.343914348172126,8.493730618864744,0.9557649314826522,2.482190005827576,-0.14981627069261805
ID,2013,8.405359579435851,7.43219488703795,5.700866745091638,8.739038902997091,8.45946429808933,8.351462127731631,0.9731646923979014,3.0381721579054535,0.10800217035769855
ID,2015,8.154600042672115,7.043290434073823,6.074900727116169,8.576271375762564,8.292443257704084,8.009529666797363,1.111309608598292,2.501370648646396,0.2829135909067215
ID,2016,8.1996678481302,7.059063997610282,6.287390208057829,8.657959814243283,8.34881610909797,8.041634598634415,1.140603850519919,2.3705696061854535,0.307181510463554
ID,2017,8.21777162705006,7.029108721361151,5.845941217839955,8.661984495851252,8.33880487086914,8.088354971691793,1.1886629056889095,2.816043278011297,0.2504498991773474
ID,2018,8.274384592920795,6.944843013699989,5.611572973945163,8.742591615239748,8.448791040881167,8.093657702084807,1.3295415792208054,3.1310186412945846,0.3551333387963602
ID,2019,8.317059106805093,6.94148114163267,5.402652519512523,8.843819076740148,8.501218699158713,8.127290877480661,1.3755779651724236,3.4411665572276258,0.37392782167805194
IL,2009,7.961085065992744,6.497177062619834,5.919582594708068,8.891607690415457,8.013899941711886,7.912157017652345,1.46390800337291,2.972025095707389,0.10174292405954066
IL,2010,8.013813648688798,6.679698871137922,6.094218598499799,8.872819362379191,8.129096049655839,7.902534383833055,1.3341147775508757,2.7786007638793926,0.2265616658227838
IL,2011,8.052592491246324,6.770226381209302,6.251415204614432,8.881502360249305,8.171201347466003,7.938779676986321,1.2823661100370218,2.6300871556348735,0.23242167047968199
IL,2012,8.163244433478061,6.848206430712855,6.309320061820197,9.030319377451178,8.258195660080087,8.0725263034199,1.3150380027652062,2.7209993156309817,0.18566935666018658
IL,2013,8.306636587838296,7.007040637242738,6.386817321224733,9.084086382437672,8.420993835459532,8.197834319068752,1.2995959505955588,2.697269061212939,0.2231595163907798
IL,2014,8.17639197907682,6.911193906750558,6.291822907040237,8.939261887789133,8.341495100830514,8.01756243798661,1.2651980723262621,2.6474389807488956,0.32393266284390343
IL,2015,8.05502753577474,,,8.887279521214044,8.294544726891871,,,,
IL,2016,8.008383472516659,6.672266886422387,5.953258522491454,8.857550024133873,8.286335065635491,7.73034431509743,1.3361165860942723,2.90429150164242,0.5559907505380615
IL,2017,7.990668400347761,6.549079615764541,5.739370668970844,8.95772999321368,8.257791281559824,7.728400484508235,1.44158878458322,3.2183593242428365,0.5293907970515885
IL,2018,8.039830769286546,6.550346720787928,5.641082286312293,9.04399444310587,8.307717038082929,7.77138960594663,1.4894840484986176,3.402912156793577,0.5363274321362992
IL,2019,8.081959565697165,6.605223297612437,5.73426208833893,9.066510523233116,8.328891259233446,7.833937954233601,1.4767362680847276,3.3322484348941863,0.4949533049998447
IN,2009,8.386999635411245,7.054041820730299,6.178379951774708,8.843800959917694,8.290401080211575,8.483791996350709,1.3329578146809462,2.665421008142986,-0.1933909161391334
IN,2010,8.33877081180293,7.106005951275856,6.089016722463486,8.771395545539727,8.329045385320171,8.348227855123291,1.2327648605270731,2.682378823076241,-0.019182469803119773
IN,2011,8.290159494655988,7.10383462088615,6.035764694059144,8.723357364071434,8.247735555673598,8.332032864708472,1.1863248737698386,2.6875926700122905,-0.08429730903487354
IN,2012,8.409218963872322,7.222000998868778,6.163277452641402,8.857841358265775,8.455833458917597,8.36489209254261,1.1872179650035433,2.6945639056243733,0.09094136637498806
IN,2013,8.538457444037535,7.368968386792217,6.25012025430808,8.992637232749965,8.52114553013694,8.554870348872248,1.1694890572453183,2.742516978441885,-0.033724818735308304
IN,2014,8.517214030627532,7.31789094193227,6.1628652374515,9.001853409452849,8.538147604283504,8.497713589231727,1.1993230886952615,2.838988172001349,0.04043401505177613
IN,2015,8.541565396820667,7.326677475684541,6.298775696478668,9.043057549789514,8.688738119896458,8.386239672590692,1.2148879211361265,2.744281853310847,0.3024984473057657
IN,2016,8.58955188766606,7.330551219632618,6.354456862093695,9.108991219697309,8.76306994836211,8.40751647536163,1.2590006680334422,2.754534357603614,0.3555534730004801
IN,2017,8.556254946952361,7.256697380090452,6.191795093331344,9.10900223507948,8.714955079440962,8.393459413507472,1.2995575668619086,2.9172071417481353,0.3214956659334902
IN,2018,8.481627927539455,7.203333363265151,6.239056156702719,9.024715964334767,8.726791846975267,8.226390862318862,1.2782945642743035,2.7856598076320482,0.5004009846564053
IN,2019,8.361716670716712,7.068028403482209,5.970330133838179,8.957733374752415,8.523799835464501,8.191509584298881,1.2936882672345025,2.9874032409142357,0.3322902511656203
IA,2009,8.155705825316153,6.487032689247502,5.24475036698114,8.47577065645489,7.951290581252179,8.355459365061787,1.6686731360686506,3.231020289473749,-0.40416878380960775
IA,2010,8.21837350364076,6.707242003205473,5.279688539358633,8.54136156064075,8.012596459774722,8.424405045005921,1.5111315004352877,3.2616730212821174,-0.41180858523119923
IA,2011,8.293609122350862,6.780421911884728,5.239492944639256,8.67013658212611,8.121177213410578,8.462042376911029,1.5131872104661337,3.4306436374868543,-0.3408651635004514
IA,2012,8.322948022947182,6.764280389556606,5.311940417261993,8.68133453503444,8.167283917128435,8.476413973647924,1.5586676333905762,3.3693941177724467,-0.3091300565194892
IA,2013,8.3361748872761,6.761678527102028,5.390418949909754,8.71463152377647,8.30698195349838,8.363038763018041,1.5744963601740718,3.324212573866716,-0.056056809519661854
IA,2014,8.396918278049615,6.802676327590528,5.316975457655392,8.813558381655998,8.35074949879866,8.443685974901117,1.5942419504590868,3.496582924000606,-0.09293647610245692
IA,2015,8.455311155697164,6.873373740067669,5.136877330801801,8.861690539576543,8.451463921300958,8.460289709804517,1.5819374156294943,3.7248132087747416,-0.008825788503559195
IA,2016,8.438677874828807,6.82231097686689,5.033286768416617,8.901020440953532,8.439745398241179,8.438753209414626,1.6163668979619166,3.8677336725369154,0.0009921888265527201
IA,2017,8.434747821750422,6.755924475576101,4.93446060716076,8.892879447455178,8.456195932715284,8.411542910887722,1.6788233461743207,3.958418840294417,0.044653021827562256
IA,2018,8.210508395291754,6.556301858519609,4.911751685235175,8.69242512916338,8.208967201630944,8.212439625346347,1.6542065367721452,3.7806734439282055,-0.003472423715402684
IA,2019,7.998809328901547,6.466148469920222,4.979230035747182,8.474353918392309,8.132534162833617,7.864923059429569,1.532660858981325,3.4951238826451263,0.2676111034040476
KS,2009,8.5967605400592,7.201444643076191,6.610265550553732,9.111787898183712,8.617980623617978,8.572940430083118,1.3953158969830097,2.5015223476299795,0.04504019353485944
KS,2010,8.687714045066356,7.369589044637643,6.728799117105621,9.187180449044543,8.717453498429283,8.660012342097748,1.3181250004287124,2.4583813319389227,0.057441156331535126
KS,2011,8.780606184098861,7.567853996367226,6.868224979467662,9.272660228748482,8.824055803876268,8.73890249032032,1.2127521877316347,2.4044352492808194,0.08515331355594746
KS,2012,8.74164536560585,7.424533317548093,6.485965130447942,9.331978287208594,8.845152067673421,8.642478452370208,1.3171120480577567,2.8460131567606517,0.2026736153032136
KS,2013,8.717863139916323,7.369969932905797,6.54163904613527,9.30542973581713,8.791646606700132,8.646903629890723,1.347893207010526,2.7637906896818603,0.14474297680940929
KS,2015,8.210082586655263,7.009730191623355,6.246664125346071,8.762383318929464,8.243433142425014,8.17267242969758,1.2003523950319082,2.5157191935833927,0.07076071272743434
KS,2016,8.28112000402605,6.965462437607798,6.026974938371005,8.83936992751345,8.31360009594817,8.246564466105944,1.3156575664182526,2.8123949891424456,0.06703562984222522
KS,2017,8.363353316329164,6.990973312579788,6.123350736218128,8.972532561897642,8.466069689728537,8.254524491234323,1.3723800037493756,2.8491818256795147,0.21154519849421405
KS,2018,8.200081137787786,6.807115858973955,5.567280575448359,8.83220833481174,8.323565532759266,8.070539313089999,1.392965278813831,3.264927759363381,0.25302621966926786
KS,2019,8.030851208224181,6.614915002725756,5.781374339118903,8.652186692047746,8.1331916609963,7.917765303390712,1.4159362054984248,2.8708123529288425,0.2154263576055877
KY,2009,7.62742954996198,6.599793433415661,5.708702966324823,7.88270403720427,7.800196648543817,7.458630693986176,1.0276361165463195,2.174001070879447,0.34156595455764016
KY,2010,7.78144608634931,6.797847498699113,5.679691060099931,8.059581748588322,7.834565433867173,7.731057148063663,0.9835985876501967,2.3798906884883904,0.10350828580350946
KY,2011,7.922134211785076,6.911596775050091,5.828575720444221,8.204817574480092,8.107450955485394,7.740972488175409,1.0105374367349853,2.3762418540358716,0.36647846730998523
KY,2012,7.876892406952823,6.855114012162288,6.119438005619074,8.107784942431364,8.046596584348048,7.704384898622346,1.0217783947905348,1.98834693681229,0.3422116857257018
KY,2013,7.834955170896444,6.807938526992658,5.947678012856367,8.09667825052348,8.05197975607403,7.622014031973674,1.0270166439037869,2.1490002376671127,0.42996572410035494
KY,2014,7.726021313001665,6.732719288684675,5.786852983754303,8.017850309258982,7.985627407790956,7.471688863570482,0.9933020243169901,2.2309973255046796,0.5139385442204736
KY,2015,7.629970796024382,6.667255185640018,5.665303572948404,7.917744542918314,7.884861432039431,7.381600667930146,0.9627156103843637,2.2524409699699097,0.5032607641092852
KY,2016,7.61687835554065,6.649994973409875,5.447934161747469,7.96777776030988,7.873020512439277,7.367998981590551,0.9668833821307752,2.519843598562411,0.505021530848726
KY,2017,7.604389617666758,6.627449216697324,5.353329448184936,7.93682955989035,7.924410673511948,7.286275183581745,0.9769404009694345,2.5835001117054146,0.6381354899302032
KY,2018,7.593777407709496,6.551505999200609,5.240947024671002,7.955369501143819,7.895914341922341,7.29360190318411,1.0422714085088867,2.7144224764728166,0.602312438738231
KY,2019,7.590855440722092,6.575516110596898,5.109276005782113,7.991449108506464,7.873761096319703,7.313583448388241,1.0153393301251938,2.8821731027243507,0.5601776479314626
LA,2009,7.103401588118366,,,,,,,,
LA,2010,7.139617034178471,6.336581861289762,5.834193417360038,8.360932075685774,7.107012254591968,7.171627083011828,0.8030351728887091,2.526738658325736,-0.06461482841985955
LA,2011,7.165951194655956,6.358910054799269,5.838181272263093,8.322203036652267,7.087493931766033,7.241533877718539,0.807041139856687,2.4840217643891744,-0.15403994595250659
LA,2012,7.154515973553251,6.383167893301035,5.885959860664255,8.276456691029965,7.104139319787981,7.204960635874784,0.7713480802522161,2.39049683036571,-0.10082131608680278
LA,2013,7.149607003488448,6.399683263079719,5.989658291812566,8.144768835337638,7.331791111265383,6.977538291323632,0.7499237404087289,2.1551105435250726,0.35425281994175073
LA,2014,6.94648995135514,6.181607459506429,5.770739872180989,8.026138400653657,7.099983481486846,6.801738758471263,0.7648824918487112,2.2553985284726688,0.2982447230155829
LA,2015,6.735490627908674,5.990986477820623,5.63580959909125,7.791987527531965,6.96895001926212,6.506039832548661,0.7445041500880505,2.156177928440716,0.46291018671345974
LA,2016,6.619390211961233,5.899023923377348,5.441627174007862,7.713416133830221,6.885875067833402,6.362601097145093,0.7203662885838851,2.2717889598223593,0.5232739706883098
LA,2017,6.496503886751768,5.738134182324834,5.233346941333472,7.68902506994095,6.771163481388758,6.231804658070939,0.7583697044269337,2.4556781286074782,0.5393588233178184
LA,2018,6.739474350418454,5.870827234103695,5.40732797826458,8.00050903488637,7.061037854537236,6.418918815312864,0.8686471163147589,2.5931810566217903,0.6421190392243723
LA,2019,6.975842942173071,6.0775399084511,5.562647869992647,8.30908410131434,7.313634820694356,6.642827802409835,0.8983030337219713,2.7464362313216935,0.6708070182845214
ME,2009,8.400529044911384,7.089911093450667,6.488028975687488,8.466016632813465,8.497286002690117,8.30500079675155,1.310617951460717,1.9779876571259773,0.19228520593856757
ME,2010,8.526931999177359,7.310021561264838,6.379780986323699,8.600074926379355,8.532324225204661,8.521460736312124,1.2169104379125208,2.2202939400556554,0.010863488892537632
ME,2011,8.653395210377663,7.406648867905926,6.208037887550322,8.73734202406085,8.581479282783175,8.719946578570742,1.246746342471737,2.529304136510527,-0.13846729578756722
